104272.93201133145,65391.707582584619,6.0168838526912181,3.40778120276032,1500.0,124000.0
km,fuel,age,price
0.95160,-1,0.87538,0.04897
1.06629,-1,1.75572,0.03265
-0.3711,-1,0.87538,0.08979
0.01111,-1,0.58193,0.07102
-0.6119,-1,-1.1787,0.16726
-0.1346,-1,-0.2984,0.12644
-0.2794,-1,0.58193,0.07673
0.99748,-1,0.28849,0.08163
-1.2318,-1,-1.4721,0.23665
-0.0653,-1,-0.0049,0.15093
0.67175,-1,-0.5918,0.08326
0.84455,-1,0.58193,0.04897
2.79434,-1,1.75572,0.03265
1.24369,-1,1.75572,0.044
-1.2841,1,-0.2984,0.15428
1.14276,-1,0.28849,0.06530
1.57094,-1,1.16882,0.04897
-0.4476,1,-0.0049,0.2204
0.57693,-1,1.16882,0.05306
1.61682,-1,0.58193,0.06938
-0.1830,-1,-0.2984,0.12612
0.98983,-1,0.58193,0.09795
-0.8636,-1,-0.8852,0.10963
-0.5241,-1,0.87538,0.09387
-0.2133,-1,-0.8852,0.11420
0.08758,-1,0.28849,0.07918
-0.3023,-1,0.28849,0.08163
-1.5944,-1,-1.7656,0.24653
0.08605,-1,0.28849,0.07746
0.74515,-1,-0.2984,0.08979
-0.5699,-1,-0.0049,0.12073
2.38144,-1,1.75572,0.03102
0.62281,-1,-0.0049,0.10857
-0.9335,-1,-0.8852,0.14612
0.24050,-1,0.58193,0.10195
1.61682,-1,1.46227,0.02693
-1.1059,-1,-0.8852,0.15012
-1.0950,-1,-1.1787,0.21379
-1.0364,-1,-0.8852,0.16644
-1.5028,-1,-1.7656,0.26440
-0.0959,-1,-0.2984,0.08897
-0.7382,-1,-0.8852,0.13461
0.69927,-1,-0.2984,0.08979
0.22521,1,1.16882,0.04244
1.54036,-1,0.87538,0.03673
0.04170,1,1.46227,0.03265
-1.2883,-1,-1.1787,0.13412
-1.1694,1,-0.5918,0.16734
-1.1205,-1,-0.2984,0.13714
0.27109,-1,0.87538,0.05183
0.76044,-1,0.87538,0.08163
-1.5944,-1,-1.7656,0.29714
0.03405,-1,-0.2984,0.10530
0.06663,-1,0.58193,0.07020
-1.1313,-1,-1.1787,0.15012
-1.1511,-1,-1.4721,0.20571
-0.2542,-1,-0.5918,0.10938
-0.0608,-1,-0.8852,0.16653
-0.5088,-1,-0.8852,0.10604
1.31097,-1,1.46227,0.04081
-0.7076,-1,-0.5918,0.17959
-0.1265,-1,-0.8852,0.11420
-0.8452,-1,0.87538,0.07746
-0.3864,-1,-0.5918,0.15093
0.34449,-1,-0.2984,0.08571
0.60752,-1,0.87538,0.06938
-1.4722,-1,-1.7656,0.23183
-1.2352,-1,-1.1787,0.16732
-0.0408,-1,-0.2984,0.10195
1.00491,-1,0.87538,0.06040
1.08159,-1,-0.0049,0.04571
1.23451,-1,0.87538,0.08163
1.76705,-1,0.87538,0.04481
-1.4416,-1,-1.7656,0.30114
-1.5792,-1,-1.7656,0.23179
0.16404,-1,1.16882,0.04408
2.16735,-1,1.75572,0.03918
0.53106,-1,0.28849,0.06040
0.79103,-1,0.58193,0.06285
0.81329,-1,-0.8852,0.08783
-0.0118,-1,0.28849,0.06522
-1.3147,-1,-1.4721,0.19175
-0.2488,-1,-0.0049,0.10448
-0.4005,-1,-0.2984,0.11755
-1.0592,-1,-0.8852,0.12236
-0.8164,-1,-1.1787,0.15746
1.00512,-1,1.16882,0.03795
0.20992,-1,1.16882,0.05297
-0.6221,-1,-0.2984,0.10979
-0.9816,-1,-1.1787,0.18204
0.38884,-1,0.58193,0.06848
-0.6313,-1,0.28849,0.13061
-0.6846,-1,-1.1787,0.12244
0.43930,-1,-0.5918,0.11836
0.04170,1,1.75572,0.10244
-0.0576,-1,-0.2984,0.06612
-1.2723,-1,-1.4721,0.21615
-0.4175,-1,0.28849,0.12636
-0.9341,-1,-0.8852,0.15836
-1.4263,-1,-0.0049,0.08571
-0.1418,-1,-0.0049,0.11428
-1.5915,1,-1.7656,0.14277
-0.8382,-1,-0.8852,0.13433
0.62281,-1,1.16882,0.06122
-1.3193,1,-1.1787,0.14277
-0.7458,-1,-0.2984,0.10612
1.19628,-1,0.87538,0.04979
0.85220,-1,1.16882,0.04734
-0.2947,-1,-0.8852,0.10775
0.59223,-1,0.87538,0.11020
-0.1570,-1,0.58193,0.07746
0.34755,1,1.46227,0.03591
1.11217,-1,0.87538,0.06897
-1.4060,-1,-1.4721,0.21224
0.69927,-1,0.58193,0.05795
-0.6487,-1,-0.5918,0.17461
-0.5453,-1,-0.8852,0.10163
1.04030,-1,1.16882,0.04816
-0.6831,-1,-0.8852,0.12653
0.09522,-1,0.58193,0.06114
0.60752,-1,0.87538,0.06204
-0.1800,1,-0.5918,0.13387
-1.4569,-1,-1.4721,0.31346
-0.6082,-1,-0.5918,0.12571
0.63810,-1,-0.5918,0.09379
-0.6048,-1,-0.5918,0.11346
0.16404,-1,-0.8852,0.12897
-1.5945,-1,-1.7656,0.22367
-1.4418,-1,-1.4721,0.19927
1.08159,-1,0.58193,0.04236
1.13358,1,1.16882,0.09624
0.01355,-1,-0.8852,0.09379
-1.1052,1,-0.5918,0.13061
0.69927,-1,0.58193,0.04979
0.51576,-1,0.58193,0.06775
2.79434,-1,1.75572,0.02530
-1.2114,1,-0.8852,0.12644
-1.3524,-1,-1.4721,0.20408
1.64129,-1,0.87538,0.03673
-1.1770,-1,-0.8852,0.16653
-0.9981,-1,-1.1787,0.18359
1.54036,-1,0.87538,0.04326
0.39343,-1,0.28849,0.05959
-0.9675,-1,-0.8852,0.13306
0.77574,-1,1.46227,0.04408
0.50047,-1,0.28849,0.07510
0.24050,-1,1.75572,0.03265
-0.9675,1,-0.5918,0.26448
1.08159,-1,0.58193,0.05306
0.31696,-1,0.58193,0.10204
-1.2505,1,-1.4721,0.14693
-0.0347,-1,-0.5918,0.09379
-1.1893,-1,-1.4721,0.16653
-1.4431,-1,-1.7656,0.26440
-0.2870,1,0.87538,0.18367
-1.3652,-1,-1.1787,0.21551
-0.5018,-1,-1.1787,0.15020
1.15805,-1,0.87538,0.05297
-1.5181,-1,-1.7656,0.29787
-0.6158,-1,-0.5918,0.14285
-0.3864,-1,-0.2984,0.10938
0.11816,-1,-0.2984,0.09387
-1.4722,-1,-1.7656,0.22489
0.68398,-1,-0.0049,0.05469
0.42401,-1,0.58193,0.07183
-0.0576,-1,-0.0049,0.08571
-0.1036,-1,-0.2984,0.10195
1.06629,-1,1.46227,0.04481
0.42401,-1,1.16882,0.07673
0.65340,1,0.87538,0.06326
-0.9523,-1,-1.1787,0.16734
-1.2600,-1,-1.4721,0.24555
-0.3023,-1,0.28849,0.09306
0.50047,-1,-0.2984,0.11346
0.34755,-1,-0.5918,0.11420
-0.4017,-1,-0.5918,0.11012
-0.4629,-1,0.58193,0.09795
-0.0959,-1,-0.0049,0.07755
0.74741,-1,1.46227,0.04488
2.07560,-1,1.16882,0.05551
-1.1688,-1,-1.4721,0.23134
0.60752,-1,0.87538,0.06522
-0.7535,-1,-0.5918,0.11835
-1.3044,-1,-1.4721,0.25632
1.21922,-1,1.16882,0.04326
-0.3497,-1,-0.2984,0.14204
-1.1652,1,-1.4721,0.29648
-1.4416,-1,-1.7656,0.19918
-0.5776,-1,-0.2984,0.08979
0.46989,-1,-0.0049,0.08979
-1.3272,-1,-1.4721,0.18848
-0.6770,-1,-0.8852,0.12236
1.20393,-1,1.46227,0.04481
-0.4476,-1,-0.2984,0.10857
0.31696,-1,0.87538,0.08326
-0.1030,-1,-0.8852,0.09624
-0.5042,1,-0.0049,0.09379
-0.2794,1,-0.0049,0.20816
-1.3558,-1,-1.4721,0.23877
-0.6851,-1,-0.8852,0.16322
-1.3652,-1,0.87538,0.04653
0.62281,-1,0.28849,0.05959
-0.8406,-1,-1.1787,0.18285
1.09688,-1,0.58193,0.05224
0.03803,-1,-0.2984,0.08563
1.66270,-1,1.16882,0.04081
-0.9721,-1,-0.8852,0.11779
-1.5339,-1,-1.7656,0.23257
1.12746,-1,0.58193,0.05795
-1.2738,-1,-1.7656,0.26489
1.54036,-1,1.16882,0.05306
0.42401,-1,0.28849,0.07346
-0.8146,-1,-1.1787,0.18367
1.15805,-1,1.16882,0.05142
0.24050,-1,0.87538,0.05142
-0.6923,-1,-0.0049,0.08979
-0.1890,-1,-0.0049,0.12644
1.76975,-1,1.75572,0.03591
-1.1365,-1,-0.8852,0.12571
0.34059,-1,0.58193,0.08563
0.18698,-1,-0.0049,0.05959
-0.9064,1,-1.1787,0.32979
-1.1235,-1,-0.8852,0.15020
-1.5282,-1,-1.7656,0.18359
2.53437,-1,1.46227,0.02448
1.14276,-1,0.58193,0.04081
-1.1404,-1,-0.5918,0.11828
0.31696,-1,-0.0049,0.06775
0.62281,-1,0.87538,0.07591
0.41636,-1,0.87538,0.05706
1.09688,-1,1.16882,0.04081
1.01324,-1,1.16882,0.04481
-0.1418,-1,-0.0049,0.09387
0.36284,-1,0.58193,0.08163
0.60752,-1,0.28849,0.09795
-0.4220,-1,-0.8852,0.10195
-1.0287,1,-0.8852,0.10963
0.90445,-1,1.16882,0.05706
-0.0806,-1,0.87538,0.07673
1.40340,-1,0.87538,0.04481
0.05699,-1,1.16882,0.05224
1.08159,-1,0.58193,0.04081
0.69927,-1,0.87538,0.10612
1.24980,-1,-0.2984,0.12489
2.53437,-1,0.87538,0.02857
-0.5866,-1,-0.5918,0.16318
0.07993,-1,-0.8852,0.09379
0.39343,-1,-0.0049,0.08979
-0.6869,-1,-0.8852,0.12889
-1.1048,1,-1.1787,0.15020
-1.0746,-1,-0.8852,0.15510
-0.8748,-1,-0.5918,0.12644
0.69927,-1,0.87538,0.06204
-0.1686,1,1.16882,0.06693
0.08758,-1,0.58193,0.09795
-1.3213,-1,-1.1787,0.16977
-1.5944,-1,-1.7656,0.28971
0.20992,-1,-0.2984,0.07918
-0.7937,-1,-0.8852,0.15020
-1.2666,-1,-1.4721,0.15902
-1.5945,-1,-1.7656,0.22367
-0.3100,-1,-0.2984,0.11836
-0.0839,-1,-0.8852,0.10195
0.24815,-1,-0.0049,0.07346
-0.2182,-1,-0.2984,0.10204
-0.4170,-1,-0.0049,0.12244
-1.2891,-1,-1.4721,0.21959
-0.4323,-1,-0.2984,0.07746
-0.4728,1,0.87538,0.06530
-0.0653,-1,0.58193,0.05297
0.13345,-1,-0.5918,0.11012
-0.3406,-1,-0.8852,0.13469
-0.1876,-1,0.58193,0.10203
-0.8906,-1,-0.8852,0.19085
-1.4416,-1,-1.1787,0.16326
-0.4461,1,0.58193,0.11828
0.26601,-1,-0.8852,0.11012
-0.4476,-1,-0.0049,0.11828
1.54036,-1,1.75572,0.02857
-0.9675,-1,-0.8852,0.13306
-1.2754,-1,-1.4721,0.19918
0.31696,-1,-0.2984,0.11836
0.36130,-1,0.28849,0.07746
-0.0041,-1,0.87538,0.06857
-0.0806,-1,-0.5918,0.13877
-0.6388,-1,-0.0049,0.10857
-0.5241,-1,0.58193,0.08979
1.12746,-1,0.58193,0.08571
-0.6388,-1,-0.5918,0.15102
-0.7226,-1,-0.5918,0.16726
0.51576,-1,0.87538,0.07346
1.80033,-1,1.16882,0.03632
-0.5470,-1,-0.5918,0.17542
-0.1388,-1,-0.8852,0.11338
-1.4431,1,-1.7656,0.26448
1.70858,-1,0.58193,0.03012
-0.5532,-1,-0.5918,0.14114
-1.3409,-1,-1.1787,0.22857
0.92866,-1,1.16882,0.00571
0.69927,-1,0.58193,0.07346
-0.2182,-1,-0.2984,0.11673
-0.2947,-1,-0.2984,0.11428
-0.9874,-1,-1.1787,0.15836
-0.7511,-1,-0.8852,0.14844
-1.5181,-1,-1.4721,0.16693
1.28039,-1,0.58193,0.09795
-1.3804,-1,-1.4721,0.21624
0.39343,-1,0.58193,0.06530
0.95925,-1,1.75572,0.03265
-1.2270,-1,-1.4721,0.23183
2.04501,-1,0.87538,0.04481
0.85220,-1,1.16882,0.04408
0.50047,-1,1.16882,0.04897
-1.1205,-1,-0.8852,0.14204
-0.4843,-1,-1.1787,0.14204
1.76975,-1,0.87538,0.04326
0.32461,1,0.87538,0.05306
0.42554,-1,0.28849,0.06114
-0.5317,-1,0.28849,0.08971
-1.2398,-1,-1.4721,0.19175
-1.0043,-1,-0.8852,0.15910
1.14428,-1,0.28849,0.06040
-1.4416,-1,-1.4721,0.21959
-0.1876,-1,-0.2984,0.12653
-1.4757,-1,-1.7656,0.29736
1.11217,-1,0.87538,0.08571
1.12746,-1,0.58193,0.04489
-0.3500,-1,-0.8852,0.12889
-0.0271,-1,0.28849,0.05305
0.62281,-1,1.75572,0.04489
0.12481,-1,-0.5918,0.10979
-0.0528,-1,-0.5918,0.10938
1.08159,-1,2.04916,0.03591
0.69927,-1,0.58193,0.04653
-0.9370,-1,-0.8852,0.11828
-1.2486,1,-1.4721,0.17461
0.71457,-1,0.87538,0.06530
-0.2860,-1,-0.8852,0.16726
0.35214,-1,1.46227,0.04040
-1.0333,-1,-1.1787,0.21387
-0.5859,-1,-0.5918,0.12244
-0.7840,-1,-0.5918,0.15917
-0.1418,-1,0.28849,0.07673
-0.6344,-1,-0.8852,0.17142
-0.2947,1,-0.5918,0.21639
0.02488,1,-0.2984,0.34685
-0.7076,-1,-0.5918,0.11012
-0.9000,-1,-0.8852,0.13387
1.37214,-1,0.58193,0.04489
-1.3135,1,-1.4721,0.23093
-1.3057,1,-1.4721,0.20808
0.36284,-1,-0.5918,0.10195
-0.1953,-1,0.28849,0.10938
-0.5241,-1,-0.5918,0.14204
-0.2182,-1,-0.2984,0.17959
-1.0134,1,-0.8852,0.25551
0.69927,-1,0.87538,0.05714
-0.3329,-1,0.58193,0.09379
0.17933,-1,0.58193,0.07551
-0.9374,-1,-0.8852,0.10604
1.69328,-1,0.28849,0.04897
0.42401,-1,0.87538,0.06530
-1.2749,-1,-1.4721,0.20734
1.44249,-1,0.58193,0.03673
-0.4294,-1,-0.2984,0.11779
-1.2788,-1,-1.1787,0.15085
1.32627,-1,0.58193,0.04081
-0.7535,-1,-0.5918,0.10938
-1.0287,-1,-0.5918,0.17551
0.28638,-1,-0.0049,0.06937
1.18863,-1,1.16882,0.04489
0.56164,1,2.04916,0.02693
0.60752,-1,0.28849,0.06285
-0.4323,1,-0.0049,0.14285
0.34755,-1,1.16882,0.06081
-0.0653,-1,-0.8852,0.17551
0.59223,-1,0.87538,0.05306
-1.1723,-1,-1.1787,0.14228
-0.8299,-1,-0.8852,0.15020
-0.5547,-1,-0.5918,0.08971
-1.2612,-1,-1.1787,0.17510
-0.4723,-1,-1.1787,0.13869
1.61682,1,2.63606,0.02857
-0.6128,-1,-0.5918,0.09795
0.01111,-1,-0.0049,0.10448
-1.4646,-1,-1.4721,0.25706
0.72986,-1,0.87538,0.06367
0.94395,-1,0.28849,0.05706
0.39343,-1,0.28849,0.05224
0.39343,-1,1.16882,0.05306
0.08758,1,-0.5918,0.19918
0.89808,-1,1.16882,0.04408
0.34755,1,1.75572,0.02032
-0.8516,-1,-0.2984,0.17542
-0.0806,-1,-0.2984,0.11755
0.31696,-1,0.58193,0.08971
0.56164,-1,0.28849,0.08979
0.51576,-1,0.58193,0.06857
-0.2182,-1,0.87538,0.10612
0.21378,1,-0.2984,0.09306
0.15639,-1,-0.0049,0.08489
0.86749,-1,0.58193,0.04204
1.61682,-1,1.75572,0.02857
0.30167,-1,-0.2984,0.10204
-0.2401,-1,-0.2984,0.10204
0.14875,-1,0.28849,0.08563
-0.2182,-1,-0.2984,0.09379
0.01111,-1,-0.0049,0.09306
1.61682,-1,0.87538,0.05224
-0.4156,-1,-0.2984,0.11428
0.20992,-1,0.58193,0.07755
-0.1265,-1,0.58193,0.06114
-1.1545,-1,-0.5918,0.10685
-1.4569,-1,-1.7656,0.25632
-1.5028,1,-1.4721,0.22440
-0.1846,-1,0.28849,0.06930
0.24050,-1,0.28849,0.09632
0.39343,-1,-0.2984,0.09387
-0.3941,-1,0.28849,0.06857
0.60752,-1,0.28849,0.04816
1.38743,-1,1.46227,0.03918
-0.6158,-1,-0.2984,0.09795
-0.4277,-1,-0.5918,0.10604
1.36755,1,1.16882,0.04816
0.43930,-1,0.28849,0.05836
1.54036,-1,1.75572,0.04897
-0.9874,1,-1.1787,0.24889
-0.6770,-1,-0.2984,0.13877
0.29971,-1,0.87538,0.06114
-0.2381,1,0.87538,0.08489
-1.2443,-1,-1.4721,0.23183
1.17334,-1,0.58193,0.04448
-1.4279,-1,-1.4721,0.20808
0.39343,-1,1.16882,0.06122
0.74515,-1,0.58193,0.05142
